trip_id,distance_km,road_type,elevation_gain_m,elevation_loss_m,avg_speed_kmh,traffic_congestion_level,ambient_temperature_c,weather_condition,vehicle_profile,vehicle_battery_capacity_kwh,vehicle_efficiency_baseline_wh_per_km,vehicle_curb_weight_kg,load_state,payload_kg,total_mass_kg,energy_consumed_kwh,wh_per_km
262,14.79,arterial,34.5,21.4,43.4,0.06,34.0,clear,large_ev,75,190,2400,full_load,571.4,2971.4,4.512,305.0
263,86.59,highway,12.0,13.5,92.5,0.151,26.5,clear,mid_ev,40,160,1900,full_load,397.3,2297.3,55.982,646.5
265,27.3,arterial,30.3,21.9,43.6,0.579,29.9,clear,small_ev,24,140,1400,half_load,174.9,1574.9,9.194,336.7
267,18.41,city,12.6,1.9,27.8,0.579,32.2,clear,small_ev,24,140,1400,full_load,279.6,1679.6,7.788,423.1
268,198.04,highway,47.0,32.6,77.3,0.275,24.1,clear,mid_ev,40,160,1900,half_load,258.0,2158.0,97.687,493.3
270,67.09,highway,58.5,97.4,88.9,0.029,32.6,clear,large_ev,75,190,2400,half_load,250.9,2650.9,49.258,734.2
271,4.44,city,34.6,3.0,14.3,0.648,28.6,clear,small_ev,24,140,1400,half_load,161.7,1561.7,1.926,433.5
272,40.33,highway,131.8,6.5,75.2,0.136,25.7,clear,small_ev,24,140,1400,unladen,6.1,1406.1,14.825,367.6
273,8.47,city,2.9,0.2,26.0,0.619,25.8,clear,mid_ev,40,160,1900,unladen,44.6,1944.6,4.381,517.6
274,12.31,arterial,2.1,4.0,27.1,0.222,29.4,clear,small_ev,24,140,1400,unladen,7.2,1407.2,1.763,143.2
275,30.04,arterial,21.9,14.9,33.6,0.163,33.0,clear,large_ev,75,190,2400,unladen,15.0,2415.0,7.572,252.0
276,18.15,arterial,23.8,1.4,45.9,0.27,37.5,clear,mid_ev,40,160,1900,unladen,40.7,1940.7,6.034,332.5
277,41.17,highway,34.9,80.7,84.3,0.401,27.9,clear,mid_ev,40,160,1900,half_load,192.2,2092.2,25.32,615.0
278,24.16,arterial,13.7,12.8,43.1,0.332,32.1,clear,large_ev,75,190,2400,full_load,586.5,2986.5,10.865,449.7
279,79.5,highway,8.3,7.3,82.5,0.235,27.0,clear,small_ev,24,140,1400,unladen,27.3,1427.3,34.907,439.1
281,12.44,city,3.1,16.6,35.4,0.683,32.8,clear,small_ev,24,140,1400,unladen,6.6,1406.6,5.8,466.2
282,7.59,city,20.4,31.2,31.1,0.499,23.3,clear,mid_ev,40,160,1900,unladen,32.8,1932.8,3.164,416.9
283,96.08,highway,162.8,157.9,87.0,0.235,30.9,clear,small_ev,24,140,1400,half_load,177.1,1577.1,50.34,523.9
284,15.61,arterial,10.7,8.5,33.5,0.38,35.4,clear,small_ev,24,140,1400,full_load,277.9,1677.9,3.943,252.5
285,24.98,arterial,9.5,2.0,51.9,0.243,27.9,clear,mid_ev,40,160,1900,unladen,31.1,1931.1,8.041,321.9
286,16.47,arterial,0.9,9.6,27.3,0.564,20.0,clear,large_ev,75,190,2400,full_load,587.4,2987.4,7.046,427.9
287,122.88,highway,55.7,46.0,85.8,0.314,34.8,clear,mid_ev,40,160,1900,unladen,25.0,1925.0,78.145,635.9
288,6.79,arterial,20.0,15.7,30.9,0.383,27.1,clear,small_ev,24,140,1400,half_load,124.2,1524.2,1.394,205.4
289,2.0,arterial,53.6,0.8,56.8,0.405,28.0,clear,mid_ev,40,160,1900,half_load,252.6,2152.6,1.224,612.0
291,81.99,highway,2.1,29.0,74.5,0.166,42.0,clear,mid_ev,40,160,1900,unladen,7.9,1907.9,44.146,538.4
292,16.21,highway,14.5,75.5,104.9,0.09,27.6,clear,large_ev,75,190,2400,full_load,584.5,2984.5,15.784,973.5
293,13.71,city,40.7,7.6,14.0,0.258,25.9,clear,large_ev,75,190,2400,full_load,586.2,2986.2,5.207,379.7
294,10.32,city,9.6,6.3,17.5,0.946,37.0,clear,small_ev,24,140,1400,full_load,291.7,1691.7,6.67,646.4
295,65.49,highway,83.9,29.3,89.0,0.414,26.0,clear,large_ev,75,190,2400,half_load,313.9,2713.9,49.728,759.3
296,4.31,arterial,62.7,7.8,47.5,0.304,31.0,clear,small_ev,24,140,1400,unladen,12.1,1412.1,1.391,322.8
298,40.0,city,0.9,0.1,17.9,0.675,34.5,clear,large_ev,75,190,2400,half_load,306.1,2706.1,32.009,800.2
299,25.4,arterial,6.6,15.6,46.8,0.583,25.8,heavy_rain,large_ev,75,190,2400,half_load,340.8,2740.8,14.708,579.2
300,75.85,highway,5.6,31.5,78.7,0.233,35.9,clear,small_ev,24,140,1400,full_load,294.5,1694.5,37.583,495.5
301,4.94,city,12.7,0.6,28.7,0.768,32.7,clear,mid_ev,40,160,1900,full_load,398.9,2298.9,3.741,758.1
302,31.51,highway,7.6,80.5,103.4,0.315,38.0,rain,mid_ev,40,160,1900,unladen,7.5,1907.5,30.82,978.0
303,51.28,highway,32.0,119.2,77.9,0.393,37.4,rain,large_ev,75,190,2400,half_load,276.4,2676.4,38.461,750.0
304,43.2,highway,28.5,5.8,83.1,0.07,32.3,clear,mid_ev,40,160,1900,full_load,435.0,2335.0,24.516,567.4
305,8.5,city,0.4,0.0,22.3,0.663,42.0,clear,large_ev,75,190,2400,half_load,329.1,2729.1,7.555,889.1
306,7.29,city,3.0,8.9,19.3,0.368,38.6,clear,large_ev,75,190,2400,full_load,526.8,2926.8,4.041,554.5
307,7.48,city,27.6,1.4,22.2,0.793,32.8,rain,small_ev,24,140,1400,full_load,268.6,1668.6,4.058,542.5
308,9.72,city,3.2,4.1,15.1,0.245,28.8,heavy_rain,small_ev,24,140,1400,half_load,159.2,1559.2,2.0,205.7
310,2.18,arterial,68.5,10.1,43.9,0.616,34.6,clear,small_ev,24,140,1400,full_load,292.3,1692.3,1.124,515.0
311,19.83,highway,5.3,38.4,86.8,0.047,28.7,clear,mid_ev,40,160,1900,unladen,38.3,1938.3,10.693,539.4
313,60.16,highway,16.8,89.0,97.4,0.304,27.5,clear,mid_ev,40,160,1900,half_load,206.9,2106.9,44.898,746.3
314,5.57,arterial,8.8,4.2,33.0,0.451,35.2,clear,mid_ev,40,160,1900,full_load,434.5,2334.5,2.091,375.1
315,8.29,arterial,12.7,54.1,27.7,0.345,38.0,clear,mid_ev,40,160,1900,half_load,224.4,2124.4,2.229,268.8
316,25.47,highway,81.8,5.3,90.9,0.111,30.7,clear,large_ev,75,190,2400,half_load,332.4,2732.4,19.758,775.7
317,9.85,city,10.2,15.1,20.1,0.336,27.6,clear,large_ev,75,190,2400,full_load,561.8,2961.8,4.447,451.4
318,102.66,highway,77.4,96.6,87.2,0.243,25.7,clear,large_ev,75,190,2400,half_load,342.0,2742.0,72.489,706.1
321,15.52,arterial,26.5,15.5,31.1,0.208,36.2,clear,small_ev,24,140,1400,half_load,176.3,1576.3,2.789,179.7
322,10.29,arterial,6.0,8.1,52.3,0.104,32.5,heavy_rain,large_ev,75,190,2400,unladen,38.9,2438.9,3.952,384.0
323,8.17,city,11.7,1.2,16.2,0.418,27.6,rain,large_ev,75,190,2400,full_load,529.4,2929.4,4.686,573.3
324,21.92,arterial,16.5,66.2,51.3,0.443,29.9,clear,mid_ev,40,160,1900,half_load,187.5,2087.5,8.922,407.0
325,74.24,highway,43.2,11.8,89.5,0.14,26.5,clear,mid_ev,40,160,1900,full_load,390.0,2290.0,44.827,603.8
326,53.27,highway,58.9,80.9,86.5,0.137,28.7,clear,small_ev,24,140,1400,full_load,293.5,1693.5,27.911,524.0
327,14.11,arterial,8.4,11.2,47.9,0.196,34.7,clear,large_ev,75,190,2400,half_load,291.3,2691.3,5.346,378.9
328,16.01,arterial,1.7,28.1,36.5,0.136,27.7,rain,mid_ev,40,160,1900,full_load,412.7,2312.7,3.668,229.2
329,8.0,arterial,0.9,8.9,49.7,0.202,28.3,clear,large_ev,75,190,2400,unladen,14.2,2414.2,2.734,341.6
330,3.77,arterial,9.9,28.1,37.8,0.297,28.0,heavy_rain,mid_ev,40,160,1900,full_load,412.4,2312.4,1.135,300.8
331,6.57,city,5.5,5.1,17.0,0.771,33.1,clear,small_ev,24,140,1400,full_load,296.9,1696.9,3.516,535.2
332,37.15,highway,94.4,17.6,78.8,0.147,35.4,clear,mid_ev,40,160,1900,full_load,382.8,2282.8,21.349,574.7
335,61.85,highway,2.4,2.4,92.2,0.192,32.3,clear,mid_ev,40,160,1900,unladen,30.6,1930.6,42.298,683.9
336,5.02,city,11.7,6.3,25.3,0.806,35.3,rain,small_ev,24,140,1400,unladen,12.3,1412.3,2.669,531.4
337,10.0,highway,37.0,28.1,84.5,0.468,29.4,clear,small_ev,24,140,1400,unladen,0.3,1400.3,5.107,510.7
340,34.99,city,8.9,2.3,31.6,0.244,40.2,clear,large_ev,75,190,2400,unladen,23.3,2423.3,14.622,417.9
341,100.32,highway,86.4,83.6,71.9,0.16,31.3,clear,mid_ev,40,160,1900,full_load,400.6,2300.6,43.433,432.9
342,184.67,highway,12.9,28.5,67.7,0.206,35.2,rain,large_ev,75,190,2400,unladen,52.8,2452.8,96.421,522.1
344,6.46,city,19.8,35.1,7.9,0.735,38.3,clear,large_ev,75,190,2400,unladen,15.1,2415.1,5.062,783.2
345,12.53,arterial,26.8,9.9,55.3,0.334,25.9,clear,small_ev,24,140,1400,unladen,17.9,1417.9,3.852,307.4
346,33.54,highway,0.8,13.0,73.6,0.382,29.4,clear,small_ev,24,140,1400,unladen,4.8,1404.8,14.187,423.0
347,14.71,arterial,67.3,13.1,33.3,0.27,33.5,clear,large_ev,75,190,2400,full_load,562.4,2962.4,5.453,370.6
348,13.7,arterial,24.7,21.2,45.8,0.261,35.7,clear,small_ev,24,140,1400,unladen,5.7,1405.7,3.513,256.3
349,4.24,city,0.5,6.1,18.2,0.265,36.9,clear,large_ev,75,190,2400,half_load,266.2,2666.2,1.517,357.6
350,3.22,city,6.6,14.8,21.5,0.609,41.5,clear,large_ev,75,190,2400,unladen,43.6,2443.6,2.427,753.4
351,47.84,highway,3.4,35.5,77.2,0.039,30.7,rain,small_ev,24,140,1400,unladen,17.8,1417.8,20.408,426.6
353,77.71,highway,11.1,6.0,92.0,0.127,40.4,clear,small_ev,24,140,1400,full_load,279.7,1679.7,51.661,664.8
354,12.05,city,3.2,41.9,17.0,0.978,26.5,clear,mid_ev,40,160,1900,full_load,416.5,2316.5,10.226,849.0
356,72.9,highway,52.4,32.3,96.3,0.095,33.1,clear,large_ev,75,190,2400,unladen,41.4,2441.4,63.273,867.9
357,29.01,arterial,13.1,4.5,44.5,0.516,31.2,clear,large_ev,75,190,2400,unladen,50.2,2450.2,13.482,464.7
358,3.68,city,9.4,1.5,23.4,0.578,24.6,clear,mid_ev,40,160,1900,full_load,411.6,2311.6,2.144,583.1
359,12.85,arterial,50.8,11.7,40.9,0.292,28.9,clear,mid_ev,40,160,1900,half_load,185.0,2085.0,3.848,299.5
360,106.32,highway,2.2,4.5,96.6,0.275,27.1,heavy_rain,large_ev,75,190,2400,full_load,534.9,2934.9,97.335,915.5
361,38.36,highway,86.2,28.4,66.9,0.301,33.1,clear,small_ev,24,140,1400,half_load,127.5,1527.5,14.424,376.0
362,6.83,city,12.4,5.3,20.4,0.431,29.9,clear,small_ev,24,140,1400,full_load,263.6,1663.6,2.228,326.2
363,12.41,city,12.2,15.8,29.3,0.625,33.1,clear,small_ev,24,140,1400,half_load,154.3,1554.3,5.64,454.6
364,2.77,city,0.9,3.0,22.6,0.841,41.2,rain,small_ev,24,140,1400,unladen,5.1,1405.1,1.643,593.7
365,17.32,arterial,4.3,2.3,43.0,0.328,36.2,clear,mid_ev,40,160,1900,unladen,20.2,1920.2,5.559,321.0
366,12.4,city,6.7,2.0,20.4,0.387,33.9,clear,small_ev,24,140,1400,half_load,131.6,1531.6,3.515,283.5
367,97.09,highway,38.0,70.9,70.8,0.076,32.3,clear,large_ev,75,190,2400,half_load,275.2,2675.2,47.621,490.5
368,17.49,arterial,5.4,9.6,40.7,0.4,20.0,clear,small_ev,24,140,1400,half_load,165.1,1565.1,4.433,253.5
370,3.94,city,4.2,0.4,21.7,0.726,25.5,clear,mid_ev,40,160,1900,half_load,266.2,2166.2,2.6,660.7
371,62.98,highway,32.7,7.7,75.4,0.72,27.7,clear,large_ev,75,190,2400,half_load,320.2,2720.2,42.392,673.1
372,83.67,highway,31.8,18.5,87.3,0.392,33.6,rain,small_ev,24,140,1400,full_load,299.9,1699.9,50.777,606.9
373,12.77,city,0.3,0.9,15.0,0.779,22.7,rain,large_ev,75,190,2400,unladen,19.7,2419.7,8.83,691.5
377,57.69,highway,137.8,49.1,88.2,0.257,24.7,rain,mid_ev,40,160,1900,full_load,449.8,2349.8,36.084,625.5
378,20.3,arterial,25.1,29.9,52.2,0.439,34.7,clear,small_ev,24,140,1400,full_load,265.7,1665.7,7.603,374.5
379,3.95,city,2.7,3.5,18.0,0.212,32.9,clear,large_ev,75,190,2400,unladen,19.5,2419.5,1.148,290.4
380,83.38,highway,7.4,8.8,77.3,0.204,31.5,clear,large_ev,75,190,2400,full_load,534.1,2934.1,50.393,604.3
382,32.75,highway,11.2,57.0,83.2,0.525,34.5,clear,small_ev,24,140,1400,half_load,169.8,1569.8,17.525,535.2
383,67.56,highway,17.6,94.4,105.2,0.212,39.4,clear,mid_ev,40,160,1900,full_load,412.6,2312.6,63.646,942.1
385,21.06,arterial,0.0,1.5,38.4,0.378,40.6,clear,mid_ev,40,160,1900,full_load,396.6,2296.6,8.077,383.5
386,46.64,highway,48.3,20.4,85.1,0.256,35.5,clear,large_ev,75,190,2400,unladen,14.2,2414.2,34.69,743.8
387,13.22,city,3.8,3.6,18.0,0.911,26.3,clear,large_ev,75,190,2400,full_load,546.0,2946.0,13.798,1043.9
388,4.4,arterial,35.9,5.6,47.3,0.419,34.7,rain,large_ev,75,190,2400,unladen,26.6,2426.6,2.359,535.5
389,125.86,highway,91.4,5.9,85.3,0.334,37.8,clear,small_ev,24,140,1400,full_load,268.4,1668.4,74.65,593.1
391,80.39,highway,203.9,37.9,95.2,0.073,31.0,rain,mid_ev,40,160,1900,half_load,189.1,2089.1,59.852,744.6
392,126.23,highway,75.4,30.0,69.0,0.253,25.9,clear,small_ev,24,140,1400,unladen,3.8,1403.8,43.372,343.6
393,133.41,highway,23.2,0.8,94.0,0.067,35.0,clear,mid_ev,40,160,1900,half_load,224.1,2124.1,95.785,718.0
395,16.99,city,6.0,1.3,26.8,0.428,30.0,clear,large_ev,75,190,2400,full_load,566.4,2966.4,10.032,590.6
397,85.6,highway,216.6,3.2,85.1,0.02,31.4,clear,small_ev,24,140,1400,unladen,11.7,1411.7,42.576,497.4
398,26.61,arterial,32.1,14.7,38.6,0.124,30.8,clear,small_ev,24,140,1400,half_load,141.6,1541.6,4.658,175.0
399,19.37,arterial,8.2,40.4,35.8,0.465,34.0,clear,large_ev,75,190,2400,full_load,533.1,2933.1,8.85,456.9
401,5.84,arterial,5.1,8.3,48.3,0.117,24.9,rain,large_ev,75,190,2400,full_load,558.1,2958.1,1.966,336.7
402,53.6,highway,44.3,97.5,91.2,0.298,32.9,rain,large_ev,75,190,2400,full_load,547.3,2947.3,49.242,918.7
403,46.57,highway,3.0,46.7,79.4,0.044,33.0,clear,large_ev,75,190,2400,unladen,5.9,2405.9,28.195,605.4
404,3.61,city,26.9,5.4,20.0,0.675,29.9,rain,mid_ev,40,160,1900,unladen,39.9,1939.9,2.137,592.0
405,111.8,highway,45.9,59.6,78.2,0.11,33.4,clear,large_ev,75,190,2400,half_load,321.6,2721.6,68.953,616.8
406,4.09,arterial,19.8,36.0,54.8,0.454,21.0,clear,small_ev,24,140,1400,half_load,149.6,1549.6,1.225,299.3
407,6.62,city,5.4,0.9,24.7,0.931,39.7,heavy_rain,large_ev,75,190,2400,full_load,582.1,2982.1,8.493,1282.5
408,37.75,highway,19.2,6.7,85.4,0.22,31.0,clear,large_ev,75,190,2400,full_load,587.9,2987.9,27.893,738.9
409,56.45,highway,68.6,53.5,95.0,0.107,32.9,rain,large_ev,75,190,2400,half_load,319.2,2719.2,49.678,880.1
410,4.37,city,6.2,1.2,24.3,0.547,26.0,clear,small_ev,24,140,1400,unladen,2.2,1402.2,1.525,348.8
411,94.32,highway,31.8,103.5,103.1,0.212,29.0,clear,mid_ev,40,160,1900,unladen,16.5,1916.5,70.591,748.4
412,125.16,highway,19.5,10.2,85.2,0.303,35.3,clear,large_ev,75,190,2400,unladen,30.8,2430.8,95.85,765.8
414,4.24,city,9.5,0.3,14.0,0.793,33.3,clear,mid_ev,40,160,1900,half_load,246.1,2146.1,2.768,653.4
415,28.0,arterial,2.0,0.4,49.7,0.775,30.4,clear,small_ev,24,140,1400,full_load,282.3,1682.3,12.274,438.3
416,34.68,arterial,11.5,1.9,46.9,0.193,28.0,rain,small_ev,24,140,1400,half_load,125.1,1525.1,7.989,230.4
417,48.69,highway,81.2,6.3,84.0,0.17,32.6,clear,mid_ev,40,160,1900,half_load,192.5,2092.5,28.759,590.6
420,54.76,highway,15.1,1.4,75.4,0.038,35.4,clear,mid_ev,40,160,1900,full_load,422.6,2322.6,26.469,483.3
422,7.28,arterial,0.8,35.2,46.6,0.474,29.6,clear,mid_ev,40,160,1900,unladen,12.9,1912.9,2.703,371.4
423,11.21,city,0.4,2.3,30.7,0.602,26.8,rain,small_ev,24,140,1400,half_load,169.6,1569.6,4.91,438.0
424,14.43,city,8.1,5.4,29.2,0.904,37.6,rain,small_ev,24,140,1400,unladen,11.3,1411.3,9.333,646.8
426,28.28,arterial,1.2,8.9,47.9,0.175,29.7,heavy_rain,large_ev,75,190,2400,full_load,589.1,2989.1,11.209,396.4
427,10.11,city,3.5,0.1,24.6,0.621,31.7,clear,mid_ev,40,160,1900,unladen,41.1,1941.1,5.198,514.4
428,9.01,arterial,2.2,1.4,55.9,0.41,31.3,clear,large_ev,75,190,2400,half_load,300.3,2700.3,4.923,546.4
429,57.25,highway,44.9,6.2,112.1,0.035,31.9,clear,large_ev,75,190,2400,unladen,9.3,2409.3,61.926,1081.7
430,6.56,city,9.8,0.5,15.0,0.914,34.3,clear,large_ev,75,190,2400,full_load,557.1,2957.1,7.446,1134.4
431,107.36,highway,51.7,137.6,95.5,0.328,30.0,clear,mid_ev,40,160,1900,half_load,211.4,2111.4,75.854,706.5
432,5.26,arterial,97.7,8.3,41.7,0.78,31.6,heavy_rain,small_ev,24,140,1400,unladen,5.9,1405.9,2.455,466.7
433,58.84,highway,0.0,2.6,98.0,0.164,38.5,clear,small_ev,24,140,1400,full_load,289.3,1689.3,42.042,714.6
434,2.0,arterial,52.9,14.9,43.7,0.198,29.4,clear,small_ev,24,140,1400,full_load,279.1,1679.1,0.606,303.1
436,11.44,city,27.9,9.0,16.8,0.297,22.5,clear,large_ev,75,190,2400,half_load,294.2,2694.2,4.047,353.9
437,5.88,arterial,20.2,3.9,45.7,0.021,32.9,clear,small_ev,24,140,1400,unladen,21.0,1421.0,1.075,182.8
438,24.56,arterial,8.2,2.9,51.1,0.101,35.4,clear,large_ev,75,190,2400,half_load,337.4,2737.4,9.144,372.4
439,10.06,arterial,5.9,18.4,35.4,0.672,36.5,clear,large_ev,75,190,2400,full_load,547.4,2947.4,5.846,581.1
443,80.02,highway,9.2,51.5,82.4,0.077,27.5,clear,small_ev,24,140,1400,half_load,141.4,1541.4,36.914,461.3
444,2.37,city,2.1,3.2,19.4,0.745,34.9,clear,small_ev,24,140,1400,unladen,2.2,1402.2,1.111,468.2
445,15.72,arterial,14.5,30.8,52.1,0.764,38.2,rain,small_ev,24,140,1400,half_load,166.2,1566.2,7.875,501.1
446,64.93,highway,198.4,25.8,80.5,0.005,25.1,clear,large_ev,75,190,2400,full_load,599.2,2999.2,41.32,636.4
447,19.25,highway,43.1,5.7,74.7,0.097,33.7,clear,small_ev,24,140,1400,unladen,10.5,1410.5,7.14,370.9
448,24.25,city,1.9,16.1,10.9,0.871,20.0,clear,small_ev,24,140,1400,unladen,11.4,1411.4,10.798,445.3
449,1.0,city,30.3,12.6,28.1,0.62,35.3,clear,large_ev,75,190,2400,unladen,25.6,2425.6,0.851,850.9
450,5.97,city,11.8,2.0,25.3,0.219,31.7,clear,small_ev,24,140,1400,full_load,296.4,1696.4,1.345,225.1
451,39.82,arterial,48.0,7.5,53.2,0.226,32.0,clear,small_ev,24,140,1400,unladen,26.1,1426.1,10.931,274.5
453,17.45,arterial,24.3,74.9,44.2,0.569,28.3,clear,large_ev,75,190,2400,full_load,522.3,2922.3,9.347,535.5
454,130.32,highway,6.0,147.2,97.6,0.486,36.0,clear,small_ev,24,140,1400,unladen,15.7,1415.7,92.833,712.3
456,5.67,city,22.8,41.7,9.8,0.414,35.9,clear,small_ev,24,140,1400,unladen,4.1,1404.1,1.525,268.7
457,95.44,highway,71.9,51.4,87.8,0.075,38.4,clear,small_ev,24,140,1400,unladen,25.1,1425.1,53.292,558.4
458,15.73,highway,31.0,4.9,86.1,0.442,36.0,clear,mid_ev,40,160,1900,unladen,33.6,1933.6,10.184,647.4
459,1.08,city,2.7,3.2,29.6,0.339,30.7,clear,mid_ev,40,160,1900,half_load,265.9,2165.9,0.388,359.3
461,3.67,arterial,19.1,15.1,30.3,0.628,34.1,clear,small_ev,24,140,1400,half_load,146.5,1546.5,1.072,292.0
462,8.67,city,10.1,3.9,25.8,0.534,30.1,heavy_rain,mid_ev,40,160,1900,full_load,421.3,2321.3,5.22,602.0
463,3.2,city,0.2,6.9,33.1,0.229,26.3,clear,mid_ev,40,160,1900,half_load,184.0,2084.0,0.941,294.0
464,49.92,highway,62.8,21.3,78.4,0.269,26.5,clear,mid_ev,40,160,1900,full_load,390.8,2290.8,24.915,499.1
467,12.5,city,9.9,17.4,16.0,0.399,30.5,clear,small_ev,24,140,1400,half_load,157.5,1557.5,3.484,278.8
468,7.78,city,11.4,10.5,30.9,0.859,30.0,clear,large_ev,75,190,2400,half_load,343.7,2743.7,7.569,972.7
470,17.44,city,8.5,4.2,23.9,0.537,29.1,clear,mid_ev,40,160,1900,unladen,18.5,1918.5,8.026,460.3
471,5.34,city,3.9,12.5,22.5,0.355,32.2,clear,large_ev,75,190,2400,full_load,573.0,2973.0,2.565,480.4
472,8.95,arterial,0.9,0.3,28.2,0.395,34.3,clear,mid_ev,40,160,1900,full_load,396.4,2296.4,2.695,301.0
473,9.77,arterial,5.7,9.0,53.1,0.739,35.3,rain,large_ev,75,190,2400,unladen,22.6,2422.6,7.255,742.4
474,145.04,highway,10.1,7.6,92.6,0.115,27.7,clear,mid_ev,40,160,1900,full_load,395.5,2295.5,95.215,656.5
475,1.0,city,6.3,20.8,15.1,0.469,34.0,rain,large_ev,75,190,2400,half_load,346.5,2746.5,0.615,615.5
476,83.23,highway,17.2,71.9,61.5,0.528,25.1,clear,small_ev,24,140,1400,full_load,275.5,1675.5,27.061,325.1
477,1.42,city,20.0,3.3,26.1,0.299,26.2,clear,large_ev,75,190,2400,full_load,557.8,2957.8,0.72,505.8
479,14.72,city,3.8,33.7,19.8,0.888,30.6,clear,mid_ev,40,160,1900,full_load,436.2,2336.2,11.204,761.2
480,23.76,arterial,0.6,2.7,41.4,0.258,27.8,rain,small_ev,24,140,1400,unladen,18.3,1418.3,5.106,214.9
481,11.61,city,22.1,1.5,18.3,0.335,29.5,clear,mid_ev,40,160,1900,unladen,11.0,1911.0,3.552,306.0
482,25.47,highway,26.4,45.9,84.4,0.08,31.4,clear,small_ev,24,140,1400,half_load,147.9,1547.9,12.636,496.2
483,15.73,arterial,24.0,14.4,56.4,0.401,27.7,clear,large_ev,75,190,2400,half_load,326.3,2726.3,8.215,522.1
484,5.88,arterial,37.9,26.5,43.6,0.435,28.2,clear,mid_ev,40,160,1900,full_load,427.3,2327.3,2.291,389.5
485,39.44,highway,22.9,79.7,75.3,0.023,29.9,rain,small_ev,24,140,1400,unladen,15.1,1415.1,14.57,369.4
486,64.98,arterial,26.3,29.9,44.2,0.322,30.1,clear,large_ev,75,190,2400,full_load,577.0,2977.0,26.228,403.6
487,23.16,city,7.5,2.8,21.2,0.337,22.4,clear,mid_ev,40,160,1900,full_load,431.3,2331.3,7.825,337.9
488,48.83,arterial,2.6,1.4,48.5,0.332,29.4,clear,small_ev,24,140,1400,full_load,264.7,1664.7,13.603,278.6
489,1.9,city,9.9,1.2,15.9,0.276,29.0,clear,small_ev,24,140,1400,half_load,154.0,1554.0,0.409,215.4
490,29.97,highway,137.9,33.5,87.5,0.475,33.3,clear,mid_ev,40,160,1900,half_load,264.4,2164.4,21.939,732.2
491,21.3,city,2.5,11.8,27.5,0.208,36.0,heavy_rain,mid_ev,40,160,1900,unladen,0.6,1900.6,5.845,274.4
494,3.9,city,3.2,5.7,21.7,0.639,25.2,clear,mid_ev,40,160,1900,half_load,261.5,2161.5,2.066,529.2
495,6.48,arterial,46.1,19.1,54.2,0.786,27.8,clear,mid_ev,40,160,1900,half_load,260.1,2160.1,3.756,579.4
496,4.91,city,7.2,3.2,17.7,0.743,38.6,heavy_rain,small_ev,24,140,1400,unladen,17.3,1417.3,2.646,538.8
498,11.72,arterial,29.4,20.3,46.1,0.124,36.9,clear,large_ev,75,190,2400,full_load,510.5,2910.5,3.9,332.8
500,101.82,highway,0.6,12.0,81.7,0.21,24.5,rain,small_ev,24,140,1400,half_load,134.6,1534.6,46.961,461.2
