trip_id,distance_km,road_type,elevation_gain_m,elevation_loss_m,avg_speed_kmh,traffic_congestion_level,ambient_temperature_c,weather_condition,vehicle_profile,vehicle_battery_capacity_kwh,vehicle_efficiency_baseline_wh_per_km,vehicle_curb_weight_kg,load_state,payload_kg,total_mass_kg,energy_consumed_kwh,wh_per_km
1728,77.39,highway,14.2,16.2,76.0,0.141,32.0,clear,small_ev,24,140,1400,full_load,258.4,1658.4,34.243,442.5
1729,10.63,city,16.1,22.3,19.4,0.069,33.3,heavy_rain,small_ev,24,140,1400,full_load,293.5,1693.5,1.306,122.9
1730,13.33,city,0.3,13.0,25.2,0.702,29.2,clear,large_ev,75,190,2400,full_load,540.7,2940.7,11.009,825.6
1731,14.38,city,2.9,4.9,19.6,0.739,32.0,rain,small_ev,24,140,1400,half_load,145.5,1545.5,7.059,491.0
1732,8.93,city,27.0,2.0,27.2,0.7,25.9,rain,mid_ev,40,160,1900,half_load,207.9,2107.9,5.695,637.5
1733,28.79,highway,4.2,17.2,83.1,0.367,28.4,clear,mid_ev,40,160,1900,full_load,413.8,2313.8,16.625,577.5
1734,7.82,city,4.9,0.3,34.3,0.654,33.7,clear,small_ev,24,140,1400,full_load,291.1,1691.1,3.913,500.2
1735,58.8,highway,3.3,21.6,83.7,0.295,26.4,clear,large_ev,75,190,2400,half_load,330.7,2730.7,41.15,699.9
1736,10.51,city,4.9,8.8,23.9,0.601,32.3,clear,small_ev,24,140,1400,half_load,151.0,1551.0,4.46,424.3
1737,48.77,highway,79.9,115.1,84.6,0.503,25.9,clear,mid_ev,40,160,1900,unladen,25.5,1925.5,28.023,574.6
1738,21.77,arterial,21.4,4.8,45.1,0.09,33.2,clear,large_ev,75,190,2400,unladen,29.1,2429.1,5.879,270.0
1740,61.25,highway,42.8,66.7,83.2,0.216,31.1,clear,small_ev,24,140,1400,unladen,21.5,1421.5,30.68,500.9
1741,5.89,arterial,9.5,10.4,55.8,0.261,34.3,clear,small_ev,24,140,1400,unladen,26.5,1426.5,1.889,321.0
1742,171.86,highway,61.7,103.3,78.4,0.124,31.8,rain,small_ev,24,140,1400,half_load,124.1,1524.1,78.176,454.9
1743,66.43,highway,53.8,4.5,88.1,0.228,27.8,heavy_rain,small_ev,24,140,1400,full_load,265.1,1665.1,37.272,561.1
1745,5.67,city,6.1,2.3,26.5,0.849,39.5,clear,large_ev,75,190,2400,half_load,315.5,2715.5,6.327,1114.9
1746,39.23,highway,130.0,7.0,80.4,0.036,29.5,clear,small_ev,24,140,1400,half_load,132.6,1532.6,17.383,443.1
1747,3.27,city,10.1,1.4,20.6,0.289,20.0,heavy_rain,mid_ev,40,160,1900,unladen,36.9,1936.9,1.03,315.5
1748,6.65,city,4.7,10.5,22.0,0.102,34.9,clear,small_ev,24,140,1400,full_load,278.8,1678.8,0.941,141.4
1749,38.5,arterial,13.5,58.6,38.7,0.457,24.8,rain,small_ev,24,140,1400,half_load,175.7,1575.7,10.301,267.6
1750,18.6,arterial,9.3,3.8,63.5,0.678,31.8,clear,large_ev,75,190,2400,unladen,15.8,2415.8,12.117,651.5
1751,5.78,city,12.4,22.3,24.6,0.35,31.7,clear,large_ev,75,190,2400,unladen,37.5,2437.5,2.573,445.4
1754,36.19,arterial,8.7,1.9,39.0,0.774,30.8,clear,small_ev,24,140,1400,full_load,258.9,1658.9,13.329,368.3
1755,12.82,arterial,8.1,1.7,39.1,0.596,35.1,clear,mid_ev,40,160,1900,unladen,12.4,1912.4,5.098,397.5
1756,2.06,city,7.3,12.6,27.1,0.307,29.1,rain,large_ev,75,190,2400,unladen,16.4,2416.4,0.797,386.3
1757,35.7,highway,27.2,28.6,104.6,0.0,33.8,rain,large_ev,75,190,2400,unladen,43.6,2443.6,38.197,1070.0
1758,124.72,highway,9.6,33.1,88.4,0.298,27.7,clear,small_ev,24,140,1400,half_load,124.1,1524.1,64.805,519.6
1759,1.33,city,2.0,4.5,21.0,0.616,35.3,clear,large_ev,75,190,2400,unladen,7.7,2407.7,0.887,667.0
1761,19.34,arterial,11.8,8.0,46.6,0.481,38.5,rain,small_ev,24,140,1400,unladen,6.7,1406.7,6.457,333.8
1764,31.66,arterial,30.3,6.7,55.2,0.643,29.5,rain,small_ev,24,140,1400,half_load,171.4,1571.4,13.281,419.5
1765,14.43,city,10.0,6.9,19.4,0.615,20.5,rain,large_ev,75,190,2400,half_load,315.1,2715.1,9.785,678.0
1766,1.38,city,6.5,9.4,26.9,0.487,31.6,rain,mid_ev,40,160,1900,unladen,42.0,1942.0,0.637,461.0
1767,34.0,arterial,65.3,39.7,41.0,0.488,30.3,rain,mid_ev,40,160,1900,half_load,266.6,2166.6,13.556,398.7
1768,15.35,arterial,6.8,10.2,46.4,0.019,23.7,clear,mid_ev,40,160,1900,half_load,233.4,2133.4,3.236,210.9
1769,9.26,city,3.2,3.7,21.9,0.868,35.3,rain,small_ev,24,140,1400,half_load,139.9,1539.9,5.212,562.9
1770,102.12,highway,0.7,17.2,89.0,0.234,32.1,rain,small_ev,24,140,1400,full_load,264.7,1664.7,58.339,571.3
1771,50.18,highway,56.0,84.3,78.1,0.134,32.6,clear,mid_ev,40,160,1900,full_load,397.8,2297.8,25.555,509.3
1772,15.08,arterial,1.3,5.8,51.6,0.484,25.1,heavy_rain,large_ev,75,190,2400,full_load,542.6,2942.6,8.851,587.0
1773,5.47,city,4.2,3.2,25.7,0.885,38.9,clear,small_ev,24,140,1400,unladen,20.8,1420.8,3.32,606.6
1776,4.99,city,4.1,5.5,27.5,0.338,30.4,clear,mid_ev,40,160,1900,unladen,36.8,1936.8,1.74,348.6
1777,15.42,city,5.8,1.8,28.5,0.69,36.6,clear,mid_ev,40,160,1900,full_load,386.6,2286.6,11.156,723.2
1779,19.88,arterial,58.2,23.4,45.0,0.711,34.3,clear,small_ev,24,140,1400,unladen,21.3,1421.3,7.351,369.8
1780,6.13,arterial,52.7,32.7,53.4,0.213,42.0,clear,large_ev,75,190,2400,half_load,284.9,2684.9,3.48,567.7
1781,18.64,arterial,1.1,4.0,32.2,0.457,32.9,clear,small_ev,24,140,1400,half_load,169.3,1569.3,4.538,243.4
1782,23.22,arterial,30.6,46.8,69.4,0.516,28.1,clear,small_ev,24,140,1400,unladen,27.8,1427.8,10.252,441.5
1783,5.23,arterial,7.9,33.6,37.8,0.438,28.0,clear,mid_ev,40,160,1900,half_load,261.1,2161.1,1.761,336.6
1784,81.5,highway,64.5,12.8,85.6,0.135,38.5,clear,mid_ev,40,160,1900,full_load,448.8,2348.8,54.651,670.6
1785,64.6,highway,61.4,16.0,78.6,0.109,23.7,clear,mid_ev,40,160,1900,full_load,390.2,2290.2,30.812,477.0
1786,1.93,city,4.5,1.5,8.9,0.797,32.0,clear,mid_ev,40,160,1900,half_load,256.2,2156.2,1.324,686.5
1787,21.37,city,22.4,9.2,18.3,0.368,20.8,heavy_rain,small_ev,24,140,1400,full_load,291.7,1691.7,6.317,295.6
1789,23.37,arterial,0.3,2.7,40.4,0.433,27.0,clear,mid_ev,40,160,1900,full_load,383.6,2283.6,8.011,342.7
1790,81.8,highway,0.3,3.8,86.1,0.033,33.1,clear,mid_ev,40,160,1900,unladen,19.3,1919.3,47.461,580.2
1792,36.5,arterial,15.0,18.7,44.9,0.199,27.7,clear,small_ev,24,140,1400,unladen,17.3,1417.3,8.009,219.5
1793,16.98,city,6.1,10.3,17.6,0.383,34.5,rain,mid_ev,40,160,1900,unladen,31.3,1931.3,6.439,379.1
1794,71.09,highway,7.7,9.3,86.0,0.596,23.7,clear,small_ev,24,140,1400,unladen,27.3,1427.3,35.571,500.4
1795,6.36,city,6.5,2.0,21.4,0.511,33.5,clear,mid_ev,40,160,1900,unladen,39.6,1939.6,2.702,424.9
1796,32.93,highway,37.5,50.3,96.6,0.225,40.7,clear,small_ev,24,140,1400,full_load,294.7,1694.7,24.812,753.6
1797,26.61,arterial,10.5,13.5,35.3,0.462,31.8,rain,mid_ev,40,160,1900,unladen,15.8,1915.8,8.549,321.3
1798,32.26,highway,76.4,14.1,89.2,0.033,29.9,heavy_rain,small_ev,24,140,1400,half_load,157.3,1557.3,18.908,586.0
1799,25.71,highway,19.2,16.4,82.1,0.009,30.3,rain,small_ev,24,140,1400,full_load,275.2,1675.2,12.395,482.1
1800,4.88,city,1.2,5.8,15.6,0.131,30.5,clear,mid_ev,40,160,1900,half_load,232.7,2132.7,0.827,169.5
1802,73.49,highway,18.5,97.6,93.9,0.111,30.7,clear,mid_ev,40,160,1900,half_load,197.3,2097.3,48.718,662.9
1805,98.53,highway,32.8,20.2,72.0,0.159,36.8,clear,small_ev,24,140,1400,full_load,281.9,1681.9,39.745,403.4
1806,4.84,arterial,28.6,17.1,51.3,0.25,36.2,clear,small_ev,24,140,1400,half_load,172.2,1572.2,1.487,307.5
1807,17.71,arterial,20.9,9.2,37.5,0.33,33.9,clear,large_ev,75,190,2400,full_load,569.2,2969.2,7.087,400.2
1809,91.45,highway,4.1,16.5,90.2,0.048,30.8,clear,mid_ev,40,160,1900,full_load,415.3,2315.3,57.32,626.8
1810,18.61,arterial,18.2,14.7,44.7,0.846,35.3,heavy_rain,large_ev,75,190,2400,half_load,341.5,2741.5,14.289,767.8
1811,178.28,highway,129.8,39.8,75.8,0.351,27.3,clear,mid_ev,40,160,1900,full_load,411.3,2311.3,90.311,506.6
1812,9.25,city,4.7,11.2,22.8,0.816,41.3,clear,mid_ev,40,160,1900,full_load,396.0,2296.0,8.048,869.7
1813,1.15,city,5.5,11.9,29.5,0.563,33.6,heavy_rain,small_ev,24,140,1400,full_load,272.2,1672.2,0.563,490.0
1814,83.28,highway,58.4,114.9,94.1,0.188,27.4,rain,large_ev,75,190,2400,unladen,50.6,2450.6,67.926,815.6
1815,21.6,city,11.8,14.6,15.8,0.653,35.1,rain,large_ev,75,190,2400,half_load,284.1,2684.1,16.578,767.5
1819,26.7,city,10.0,18.1,24.7,0.357,21.5,clear,small_ev,24,140,1400,full_load,262.2,1662.2,7.442,278.7
1820,7.84,city,1.9,18.7,21.2,0.696,35.4,clear,small_ev,24,140,1400,full_load,262.4,1662.4,3.925,500.6
1821,3.48,city,2.2,5.1,28.1,0.544,33.8,rain,small_ev,24,140,1400,half_load,159.8,1559.8,1.397,402.1
1822,153.17,highway,29.6,18.4,85.0,0.224,27.0,clear,mid_ev,40,160,1900,half_load,180.5,2080.5,87.999,574.5
1823,16.75,highway,19.9,98.7,84.2,0.182,32.3,clear,small_ev,24,140,1400,full_load,292.7,1692.7,8.373,499.9
1824,31.92,arterial,7.8,3.7,38.8,0.396,31.7,clear,mid_ev,40,160,1900,unladen,8.0,1908.0,9.252,289.9
1826,43.1,arterial,4.9,19.5,37.0,0.296,31.1,clear,large_ev,75,190,2400,half_load,343.4,2743.4,13.766,319.4
1827,20.58,arterial,22.7,47.8,28.8,0.339,20.9,clear,mid_ev,40,160,1900,half_load,257.9,2157.9,5.088,247.2
1828,49.46,highway,8.7,1.3,82.7,0.099,22.5,clear,mid_ev,40,160,1900,full_load,386.3,2286.3,25.736,520.4
1829,5.92,city,1.0,24.9,16.1,0.798,33.2,clear,small_ev,24,140,1400,unladen,23.1,1423.1,2.425,409.9
1830,94.02,highway,26.4,8.1,68.4,0.331,35.1,heavy_rain,large_ev,75,190,2400,full_load,529.4,2929.4,58.255,619.6
1831,142.27,highway,15.4,62.3,94.7,0.066,30.2,clear,large_ev,75,190,2400,unladen,9.3,2409.3,109.968,773.0
1832,84.31,highway,4.3,5.3,100.6,0.094,38.2,clear,mid_ev,40,160,1900,half_load,202.1,2102.1,71.08,843.1
1835,2.09,city,2.3,16.9,21.7,0.197,27.6,rain,small_ev,24,140,1400,unladen,18.8,1418.8,0.328,157.3
1836,6.35,arterial,25.6,39.6,39.0,0.491,29.4,clear,large_ev,75,190,2400,unladen,5.7,2405.7,2.572,405.3
1837,5.79,city,12.2,5.7,24.4,0.142,23.6,clear,large_ev,75,190,2400,unladen,14.7,2414.7,1.303,225.0
1838,48.19,highway,30.7,13.9,78.4,0.296,28.2,clear,mid_ev,40,160,1900,unladen,7.2,1907.2,23.545,488.6
1840,114.85,highway,17.7,36.9,79.2,0.161,28.0,clear,large_ev,75,190,2400,full_load,584.8,2984.8,70.258,611.7
1841,4.27,city,9.0,20.7,26.8,0.45,33.9,rain,mid_ev,40,160,1900,half_load,186.8,2086.8,2.061,482.9
1842,146.38,highway,49.6,7.4,83.9,0.264,28.1,clear,large_ev,75,190,2400,unladen,12.2,2412.2,95.674,653.6
1843,3.32,city,1.4,5.0,19.7,0.776,23.2,clear,large_ev,75,190,2400,unladen,37.0,2437.0,2.481,747.7
1845,36.35,arterial,33.4,1.8,34.3,0.313,31.3,clear,small_ev,24,140,1400,unladen,23.0,1423.0,7.48,205.8
1847,7.12,arterial,3.9,23.1,35.5,0.809,25.0,heavy_rain,large_ev,75,190,2400,half_load,240.9,2640.9,4.183,587.2
1848,59.36,arterial,16.1,32.9,32.0,0.47,37.6,clear,large_ev,75,190,2400,full_load,585.1,2985.1,27.518,463.6
1849,28.07,arterial,6.6,36.4,36.2,0.056,28.2,clear,mid_ev,40,160,1900,full_load,384.6,2284.6,4.593,163.6
1850,17.0,arterial,16.9,9.4,46.6,0.264,36.0,clear,mid_ev,40,160,1900,unladen,20.7,1920.7,5.384,316.7
1851,23.02,arterial,15.5,26.5,58.8,0.641,33.7,clear,large_ev,75,190,2400,unladen,17.6,2417.6,14.825,643.9
1852,4.67,arterial,19.9,18.7,66.3,0.587,33.3,clear,mid_ev,40,160,1900,unladen,30.9,1930.9,2.702,578.7
1853,67.35,highway,15.5,22.0,91.4,0.308,36.0,clear,mid_ev,40,160,1900,unladen,9.7,1909.7,48.606,721.7
1854,12.94,city,3.6,1.4,18.9,0.158,28.9,clear,small_ev,24,140,1400,full_load,261.8,1661.8,2.073,160.2
1855,109.48,highway,45.9,48.8,73.8,0.165,37.0,clear,mid_ev,40,160,1900,half_load,195.1,2095.1,54.766,500.2
1857,146.08,highway,2.2,3.6,71.8,0.116,31.7,heavy_rain,mid_ev,40,160,1900,half_load,256.7,2156.7,69.852,478.2
1859,30.76,highway,143.6,8.4,79.6,0.58,26.0,clear,small_ev,24,140,1400,unladen,6.3,1406.3,14.085,457.9
1860,55.3,highway,7.9,39.6,86.5,0.11,36.6,clear,mid_ev,40,160,1900,unladen,6.6,1906.6,34.903,631.2
1861,6.46,city,1.2,2.5,14.4,0.589,26.0,clear,large_ev,75,190,2400,half_load,268.8,2668.8,3.933,609.1
1862,52.94,highway,4.0,23.7,72.8,0.069,35.3,rain,large_ev,75,190,2400,half_load,271.0,2671.0,28.885,545.6
1863,34.7,highway,64.5,3.8,53.5,0.069,28.3,clear,large_ev,75,190,2400,unladen,52.7,2452.7,10.39,299.4
1865,20.5,city,2.4,0.5,27.2,0.314,25.9,clear,small_ev,24,140,1400,full_load,280.9,1680.9,5.372,262.1
1866,68.5,highway,17.7,231.6,88.9,0.264,29.8,clear,small_ev,24,140,1400,full_load,279.5,1679.5,37.882,553.0
1867,5.17,arterial,22.3,11.5,48.5,0.399,32.7,clear,large_ev,75,190,2400,full_load,541.7,2941.7,2.8,541.3
1869,3.78,city,2.9,5.5,15.9,0.521,32.4,clear,large_ev,75,190,2400,full_load,584.5,2984.5,2.352,622.7
1870,74.7,highway,3.1,13.9,99.3,0.223,29.8,clear,small_ev,24,140,1400,full_load,262.2,1662.2,47.352,633.9
1871,133.25,highway,2.2,9.1,87.6,0.131,31.5,rain,small_ev,24,140,1400,unladen,28.4,1428.4,71.665,537.8
1872,180.41,highway,44.6,15.3,85.5,0.122,31.5,rain,mid_ev,40,160,1900,unladen,2.0,1902.0,111.581,618.5
1873,11.59,city,1.1,0.1,17.6,0.808,26.1,clear,large_ev,75,190,2400,half_load,319.9,2719.9,9.61,829.1
1874,2.83,city,13.6,7.7,30.2,0.722,37.8,clear,large_ev,75,190,2400,unladen,28.7,2428.7,2.333,825.4
1875,39.91,highway,13.2,4.5,101.4,0.236,28.3,clear,small_ev,24,140,1400,full_load,295.6,1695.6,26.608,666.7
1876,58.03,highway,25.5,82.6,72.3,0.217,36.9,clear,small_ev,24,140,1400,full_load,260.1,1660.1,25.592,441.0
1877,94.23,highway,1.8,127.7,75.7,0.159,33.6,clear,mid_ev,40,160,1900,full_load,391.1,2291.1,49.713,527.6
1878,9.49,arterial,5.6,36.5,53.0,0.856,29.9,clear,large_ev,75,190,2400,full_load,526.4,2926.4,6.802,716.5
1879,17.98,arterial,31.2,9.4,42.2,0.474,24.7,clear,small_ev,24,140,1400,full_load,297.7,1697.7,5.343,297.1
1882,13.06,city,11.5,10.4,23.0,0.435,26.4,clear,mid_ev,40,160,1900,half_load,221.5,2121.5,5.186,397.0
1883,3.4,city,4.8,3.1,20.8,0.926,24.3,rain,large_ev,75,190,2400,full_load,559.1,2959.1,3.564,1046.9
1884,3.85,city,11.4,14.0,27.5,0.198,37.8,rain,small_ev,24,140,1400,full_load,273.4,1673.4,0.951,247.3
1885,68.15,highway,11.8,5.7,84.4,0.082,26.2,clear,mid_ev,40,160,1900,half_load,211.2,2111.2,35.375,519.1
1886,15.65,arterial,2.6,11.0,51.7,0.497,33.3,clear,mid_ev,40,160,1900,half_load,247.9,2147.9,7.146,456.7
1889,11.48,arterial,8.6,0.9,45.6,0.403,28.6,clear,mid_ev,40,160,1900,full_load,433.8,2333.8,4.448,387.6
1890,6.4,arterial,26.8,4.9,53.5,0.532,31.6,clear,large_ev,75,190,2400,full_load,576.8,2976.8,3.973,621.1
1891,128.66,highway,20.4,18.0,95.9,0.044,37.9,rain,small_ev,24,140,1400,half_load,171.0,1571.0,82.31,639.8
1892,127.92,highway,165.6,132.1,81.4,0.017,22.2,clear,mid_ev,40,160,1900,full_load,396.7,2296.7,62.99,492.4
1893,29.47,arterial,13.3,1.8,55.2,0.785,26.8,rain,large_ev,75,190,2400,full_load,524.8,2924.8,23.265,789.5
1894,2.84,city,7.5,14.5,19.4,0.747,30.4,rain,small_ev,24,140,1400,unladen,20.5,1420.5,1.246,439.2
1895,81.07,highway,218.8,10.7,83.8,0.681,25.2,rain,large_ev,75,190,2400,half_load,262.4,2662.4,68.269,842.1
1896,26.44,arterial,7.6,6.7,48.4,0.413,31.8,clear,mid_ev,40,160,1900,unladen,42.1,1942.1,9.83,371.9
1897,60.93,highway,8.7,83.5,74.3,0.084,25.3,clear,small_ev,24,140,1400,half_load,122.1,1522.1,21.999,361.0
1899,2.54,arterial,45.4,19.1,50.3,0.228,31.4,clear,large_ev,75,190,2400,unladen,29.3,2429.3,1.136,447.8
1900,138.23,highway,72.2,21.4,99.4,0.061,21.7,clear,small_ev,24,140,1400,unladen,11.5,1411.5,84.106,608.5
1901,60.27,highway,22.2,0.1,87.1,0.134,32.6,clear,small_ev,24,140,1400,full_load,295.0,1695.0,31.943,530.0
1902,78.5,highway,5.6,74.7,87.8,0.115,31.7,clear,small_ev,24,140,1400,half_load,165.6,1565.6,42.159,537.0
1904,2.43,city,0.8,2.6,22.5,0.426,35.3,heavy_rain,mid_ev,40,160,1900,unladen,29.9,1929.9,1.067,439.9
1905,32.5,arterial,49.0,19.9,46.4,0.41,29.4,rain,small_ev,24,140,1400,half_load,163.2,1563.2,9.856,303.3
1906,10.09,city,4.4,26.0,20.0,0.92,32.3,clear,small_ev,24,140,1400,full_load,291.9,1691.9,6.124,607.3
1908,5.35,arterial,2.7,6.5,59.4,0.099,36.4,clear,mid_ev,40,160,1900,full_load,427.7,2327.7,1.93,360.8
1909,3.98,city,7.4,0.6,23.5,0.736,26.6,clear,large_ev,75,190,2400,full_load,566.1,2966.1,3.475,874.1
1910,12.25,city,5.0,10.8,28.0,0.051,34.1,rain,large_ev,75,190,2400,half_load,341.3,2741.3,2.435,198.8
1912,11.89,arterial,64.4,23.8,42.9,0.412,34.0,clear,mid_ev,40,160,1900,full_load,422.2,2322.2,4.735,398.3
1913,11.87,arterial,1.2,3.5,56.5,0.427,32.6,clear,large_ev,75,190,2400,half_load,300.3,2700.3,6.595,555.7
1914,13.52,city,5.9,0.5,22.9,0.337,30.8,clear,mid_ev,40,160,1900,full_load,435.9,2335.9,5.32,393.4
1915,47.74,highway,6.0,30.5,96.5,0.3,21.1,clear,large_ev,75,190,2400,half_load,253.6,2653.6,37.677,789.2
1917,184.52,highway,24.8,16.9,78.0,0.031,25.4,clear,large_ev,75,190,2400,unladen,43.7,2443.7,98.098,531.6
1919,25.67,city,29.3,10.1,23.8,0.137,31.6,rain,mid_ev,40,160,1900,unladen,35.9,1935.9,5.121,199.5
1921,8.32,city,5.4,2.3,18.7,0.326,27.0,clear,mid_ev,40,160,1900,half_load,262.8,2162.8,2.695,323.8
1924,9.91,city,9.0,2.4,20.2,0.787,32.2,clear,mid_ev,40,160,1900,full_load,429.7,2329.7,7.279,734.7
1926,47.12,highway,0.6,32.5,80.1,0.019,30.8,clear,small_ev,24,140,1400,unladen,8.8,1408.8,20.19,428.5
1927,54.3,highway,6.3,41.6,83.2,0.176,26.5,clear,small_ev,24,140,1400,half_load,170.8,1570.8,25.097,462.2
1928,21.43,arterial,20.0,14.6,55.6,0.112,24.6,clear,large_ev,75,190,2400,half_load,333.6,2733.6,7.3,340.6
1929,9.11,city,0.4,7.4,34.2,0.243,20.0,clear,large_ev,75,190,2400,unladen,27.0,2427.0,3.212,352.5
1930,21.69,arterial,2.6,9.7,42.4,0.235,32.3,clear,mid_ev,40,160,1900,unladen,39.2,1939.2,5.812,268.0
1932,18.34,city,0.7,6.4,21.3,0.697,30.0,rain,large_ev,75,190,2400,unladen,53.9,2453.9,12.524,682.9
1933,1.98,city,0.1,7.0,26.7,0.414,24.4,clear,mid_ev,40,160,1900,half_load,239.0,2139.0,0.762,385.6
1934,7.5,city,14.1,1.7,16.8,0.398,31.0,heavy_rain,large_ev,75,190,2400,unladen,19.8,2419.8,3.474,462.9
1935,10.35,arterial,9.9,33.1,47.7,0.383,36.7,clear,small_ev,24,140,1400,unladen,22.4,1422.4,2.973,287.3
1937,9.9,arterial,23.7,0.4,49.5,0.59,24.3,clear,mid_ev,40,160,1900,full_load,438.2,2338.2,4.91,496.2
1938,30.14,arterial,4.4,16.6,47.6,0.482,34.5,clear,small_ev,24,140,1400,full_load,262.0,1662.0,10.881,361.0
1939,19.86,arterial,12.7,82.0,45.3,0.395,31.8,clear,large_ev,75,190,2400,unladen,5.1,2405.1,8.436,424.7
1941,17.62,city,0.7,14.6,17.2,0.771,30.1,clear,mid_ev,40,160,1900,full_load,393.2,2293.2,11.915,676.2
1942,9.93,city,1.9,26.8,22.5,0.568,30.8,clear,large_ev,75,190,2400,unladen,31.3,2431.3,5.732,577.2
1943,11.51,arterial,0.6,2.1,42.8,0.643,36.6,clear,large_ev,75,190,2400,unladen,10.1,2410.1,6.048,525.4
1944,25.62,highway,10.5,31.5,82.1,0.336,25.4,clear,mid_ev,40,160,1900,half_load,268.3,2168.3,14.972,584.4
1946,119.0,highway,5.7,15.4,87.8,0.304,37.3,rain,small_ev,24,140,1400,full_load,295.1,1695.1,79.141,665.0
1948,105.23,highway,19.3,12.6,97.6,0.357,31.2,clear,mid_ev,40,160,1900,half_load,228.7,2128.7,83.566,794.1
1949,152.6,highway,2.7,15.5,77.6,0.126,31.4,clear,mid_ev,40,160,1900,half_load,224.2,2124.2,75.626,495.6
1950,11.11,city,7.3,12.4,18.9,0.813,23.1,clear,small_ev,24,140,1400,half_load,151.6,1551.6,5.151,463.7
1951,34.38,arterial,9.2,10.7,52.0,0.616,22.1,clear,large_ev,75,190,2400,half_load,333.5,2733.5,17.913,521.1
1952,95.07,highway,14.6,45.6,106.8,0.444,24.2,clear,mid_ev,40,160,1900,half_load,266.6,2166.6,80.258,844.2
1953,22.85,city,7.6,8.6,22.9,0.973,35.4,clear,large_ev,75,190,2400,full_load,524.6,2924.6,27.527,1204.7
1955,3.65,city,4.7,1.4,19.8,0.444,28.4,clear,small_ev,24,140,1400,unladen,1.2,1401.2,1.077,295.3
1956,10.95,arterial,30.6,1.7,40.0,0.493,34.3,clear,mid_ev,40,160,1900,half_load,237.1,2137.1,4.49,410.2
1957,5.65,city,4.3,8.0,27.2,0.179,27.7,clear,large_ev,75,190,2400,half_load,351.9,2751.9,1.687,298.7
1958,69.95,highway,35.4,45.7,74.8,0.092,26.0,clear,small_ev,24,140,1400,half_load,122.8,1522.8,25.517,364.8
1959,98.09,highway,62.5,3.7,73.2,0.195,31.6,clear,mid_ev,40,160,1900,full_load,410.4,2310.4,47.14,480.6
1962,17.53,highway,34.2,37.1,90.1,0.093,26.8,clear,mid_ev,40,160,1900,half_load,239.2,2139.2,10.553,601.9
1963,24.05,arterial,5.0,15.3,57.8,0.281,30.0,clear,small_ev,24,140,1400,half_load,132.0,1532.0,7.762,322.7
1964,4.13,city,0.4,7.8,18.4,0.295,40.2,rain,small_ev,24,140,1400,half_load,121.5,1521.5,1.046,253.3
1965,3.61,city,7.1,4.0,23.4,0.779,36.1,clear,small_ev,24,140,1400,unladen,18.3,1418.3,1.875,519.6
1966,4.66,city,0.7,19.6,33.2,0.768,32.7,clear,small_ev,24,140,1400,half_load,131.6,1531.6,2.457,527.7
1967,18.81,city,7.6,19.2,14.1,0.569,24.4,clear,small_ev,24,140,1400,half_load,162.2,1562.2,6.494,345.3
1968,4.1,city,4.9,8.5,27.1,0.493,38.8,clear,small_ev,24,140,1400,half_load,129.9,1529.9,1.589,387.3
1969,96.38,highway,37.1,15.7,73.2,0.28,40.5,clear,large_ev,75,190,2400,unladen,5.8,2405.8,64.472,669.0
1970,12.73,arterial,12.0,15.8,38.8,0.428,20.2,heavy_rain,small_ev,24,140,1400,full_load,297.4,1697.4,3.665,287.8
1971,6.13,city,2.8,7.9,17.7,0.671,31.3,clear,small_ev,24,140,1400,half_load,156.1,1556.1,2.596,423.8
1972,11.99,city,2.1,8.8,20.5,0.146,31.3,heavy_rain,large_ev,75,190,2400,unladen,50.4,2450.4,2.889,241.0
1973,47.65,highway,38.0,38.5,102.2,0.15,32.6,rain,mid_ev,40,160,1900,full_load,410.9,2310.9,39.027,819.0
1974,107.13,highway,49.7,41.3,84.2,0.078,30.1,heavy_rain,small_ev,24,140,1400,full_load,256.9,1656.9,54.684,510.4
1975,22.63,arterial,3.5,44.3,44.1,0.222,36.1,clear,large_ev,75,190,2400,half_load,274.4,2674.4,7.909,349.4
1976,96.15,highway,9.9,17.3,79.7,0.111,30.5,rain,small_ev,24,140,1400,unladen,4.7,1404.7,41.913,435.9
1977,1.25,city,16.3,11.4,23.3,0.252,33.2,clear,mid_ev,40,160,1900,half_load,187.6,2087.6,0.41,327.1
1978,31.93,arterial,39.3,79.4,36.8,0.378,34.6,clear,large_ev,75,190,2400,half_load,250.4,2650.4,12.385,387.8
1979,8.53,city,13.5,1.3,17.6,0.728,30.1,clear,mid_ev,40,160,1900,full_load,397.1,2297.1,5.796,679.5
1980,20.01,highway,78.1,4.2,93.7,0.144,27.9,clear,small_ev,24,140,1400,half_load,160.1,1560.1,11.329,566.0
1981,30.32,highway,92.9,132.6,102.0,0.017,34.2,clear,small_ev,24,140,1400,full_load,255.8,1655.8,21.931,723.3
1982,32.45,arterial,12.7,22.3,33.0,0.438,22.6,clear,small_ev,24,140,1400,full_load,290.1,1690.1,7.391,227.8
1984,41.9,arterial,30.4,4.2,51.6,0.467,22.5,clear,mid_ev,40,160,1900,half_load,229.9,2129.9,17.991,429.4
1985,14.95,arterial,8.7,15.4,34.1,0.274,32.5,rain,large_ev,75,190,2400,full_load,580.1,2980.1,5.572,372.8
1986,7.54,city,20.6,18.3,23.4,0.219,40.2,clear,mid_ev,40,160,1900,half_load,190.1,2090.1,2.354,312.2
